Date,spread,zscore,position,pnl,cum_pnl
2015-01-30,-7.386061645916872,-2.7317010994015423,1.0,0.0,0.0
2015-02-02,-7.126397820739339,-1.979391579708037,1.0,-0.25966382517753317,-0.25966382517753317
2015-02-03,-7.082034118451876,-1.67105983816309,1.0,-0.04436370228746256,-0.30402752746499573
2015-02-04,-6.791218694069952,-1.1801741227369582,1.0,-0.29081542438192365,-0.5948429518469194
2015-02-05,-6.832383791995769,-1.1088069032560333,1.0,0.04116509792581624,-0.5536778539211031
2015-02-06,-7.035513201021541,-1.220868814511968,1.0,0.20312940902577203,-0.3505484448953311
2015-02-09,-6.880186251356276,-0.9494976543529998,1.0,-0.15532694966526428,-0.5058753945605954
2015-02-10,-7.157771528190295,-1.195159137263326,1.0,0.277585276834019,-0.22829011772657637
2015-02-11,-7.055603277593228,-0.9790921105591436,1.0,-0.10216825059706736,-0.3304583683236437
2015-02-12,-7.208749193663577,-1.092283285684382,1.0,0.15314591607034878,-0.17731245225329495
2015-02-13,-7.277289298180614,-1.0958711627440971,1.0,0.06854010451703729,-0.10877234773625766
2015-02-17,-7.055856037459918,-0.6962386303710989,1.0,-0.2214332607206959,-0.33020560845695357
2015-02-18,-6.921183487699269,-0.4028353868669149,0.0,-0.13467254976064957,-0.46487815821760314
2015-02-19,-6.932176226141756,-0.3416155552604313,0.0,0.0,-0.46487815821760314
2015-02-20,-6.701156794903261,0.24961244077942032,0.0,-0.0,-0.46487815821760314
2015-02-23,-6.456655838265341,0.9068251978063727,0.0,-0.0,-0.46487815821760314
2015-02-24,-6.605437164388622,0.6995884443156731,0.0,0.0,-0.46487815821760314
2015-02-25,-6.885082276509584,-0.0009505346876255617,0.0,0.0,-0.46487815821760314
2015-02-26,-7.216131183651216,-0.9129817919424524,0.0,0.0,-0.46487815821760314
2015-02-27,-7.429132509830746,-1.6964104941823983,0.0,0.0,-0.46487815821760314
2015-03-02,-7.807243204202981,-2.6239397229495647,1.0,0.0,-0.46487815821760314
2015-03-03,-8.042201514702501,-2.5901386027172157,1.0,0.2349583104995201,-0.22991984771808305
2015-03-04,-7.997066519465809,-2.055320164662055,1.0,-0.04513499523669218,-0.2750548429547752
2015-03-05,-8.097436628748728,-1.9334258085486005,1.0,0.10037010928291856,-0.17468473367185666
2015-03-06,-7.986923883335901,-1.4997449029395196,1.0,-0.11051274541282652,-0.2851974790846832
2015-03-09,-7.961312431579493,-1.2970184455022737,1.0,-0.025611451756407888,-0.31080893084109107
2015-03-10,-7.715314580127769,-0.7470290944310753,1.0,-0.24599785145172426,-0.5568067822928153
2015-03-11,-7.58398278325935,-0.45322517791602723,0.0,-0.13133179686841956,-0.6881385791612349
2015-03-12,-7.884021307244629,-0.9323393402598843,0.0,0.0,-0.6881385791612349
2015-03-13,-7.5867847169403735,-0.33785120445453165,0.0,-0.0,-0.6881385791612349
2015-03-16,-7.842311065767666,-0.7543190113893747,0.0,0.0,-0.6881385791612349
2015-03-17,-7.6074455785312765,-0.2710378128445113,0.0,-0.0,-0.6881385791612349
2015-03-18,-7.672435081562419,-0.3311146134875547,0.0,0.0,-0.6881385791612349
2015-03-19,-7.531613799603383,-0.002251080658243917,0.0,-0.0,-0.6881385791612349
2015-03-20,-7.436472096053308,0.2823447086564616,0.0,-0.0,-0.6881385791612349
2015-03-23,-7.406965372670896,0.5390595267739842,0.0,-0.0,-0.6881385791612349
2015-03-24,-7.754529091521464,-0.2705781318052745,0.0,0.0,-0.6881385791612349
2015-03-25,-7.787701443365172,-0.29090370540742094,0.0,0.0,-0.6881385791612349
2015-03-26,-7.703049029949643,0.1829056540645682,0.0,-0.0,-0.6881385791612349
2015-03-27,-7.543825869570931,0.999075317829922,0.0,-0.0,-0.6881385791612349
2015-03-30,-7.671109323111557,0.3408222893537143,0.0,0.0,-0.6881385791612349
2015-03-31,-7.561188084734564,0.7981591296969731,0.0,-0.0,-0.6881385791612349
2015-04-01,-7.401696715833852,1.4617077559026574,0.0,-0.0,-0.6881385791612349
2015-04-02,-7.217301800172754,2.161975153258599,-1.0,-0.0,-0.6881385791612349
2015-04-06,-7.042318746014551,2.495997818746222,-1.0,0.17498305415820248,-0.5131555250030324
2015-04-07,-7.078274054409338,2.0337800722070867,-1.0,-0.035955308394786556,-0.549110833397819
2015-04-08,-7.25355261047387,1.1527624459681913,-1.0,-0.1752785560645318,-0.7243893894623508
2015-04-09,-7.2254773831879735,1.1522814222462265,-1.0,0.028075227285896176,-0.6963141621764546
2015-04-10,-7.201753181439599,1.1440505485748267,-1.0,0.023724201748374085,-0.6725899604280805
2015-04-13,-7.148454800019481,1.2276724341210052,-1.0,0.053298381420118446,-0.6192915790079621
2015-04-14,-6.860633358829013,2.0558055729475626,-1.0,0.28782144119046826,-0.3314701378174938
2015-04-15,-6.827556656434972,1.858751934932321,-1.0,0.033076702394041035,-0.29839343542345276
2015-04-16,-6.957571559741385,1.268014894029784,-1.0,-0.13001490330641374,-0.4284083387298665
2015-04-17,-6.749035330418032,1.7102275969999445,-1.0,0.2085362293233537,-0.2198721094065128
2015-04-20,-6.823064049547952,1.3195140558894358,-1.0,-0.07402871912992026,-0.29390082853643307
2015-04-21,-6.798801501609143,1.2501360147994858,-1.0,0.02426254793880922,-0.26963828059762385
2015-04-22,-6.8810734505449425,0.9251547152584837,-1.0,-0.0822719489357997,-0.35191022953342355
2015-04-23,-7.201382383618819,-0.14740581538589342,0.0,-0.32030893307387664,-0.6722191626073002
2015-04-24,-7.139039399589967,-0.036653666841326725,0.0,-0.0,-0.6722191626073002
2015-04-27,-6.814486095559875,1.0709925468643142,0.0,-0.0,-0.6722191626073002
2015-04-28,-6.595628993420984,1.8123245656712192,0.0,-0.0,-0.6722191626073002
2015-04-29,-6.53260074315363,1.9191808492504856,0.0,-0.0,-0.6722191626073002
2015-04-30,-6.2665033222068285,2.4907491031464253,-1.0,-0.0,-0.6722191626073002
2015-05-01,-6.321208455084198,1.9457393121439446,-1.0,-0.05470513287736978,-0.72692429548467
2015-05-04,-6.462173638371246,1.3048907201348008,-1.0,-0.14096518328704732,-0.8678894787717173
2015-05-05,-6.321270928744902,1.5546545229808186,-1.0,0.140902709626344,-0.7269867691453733
2015-05-06,-6.263687756286085,1.5520184635783627,-1.0,0.05758317245881628,-0.669403596686557
2015-05-07,-6.42268193877395,0.9703055703239608,-1.0,-0.15899418248786468,-0.8283977791744217
2015-05-08,-6.47178407845618,0.7359668773508267,-1.0,-0.04910213968222976,-0.8774999188566515
2015-05-11,-6.462472552626915,0.6895442504753014,-1.0,0.009311525829264866,-0.8681883930273866
2015-05-12,-6.257606368086268,1.262564281308745,-1.0,0.20486618454064676,-0.6633222084867398
2015-05-13,-6.16934220332892,1.3890459140263722,-1.0,0.08826416475734788,-0.575058043729392
2015-05-14,-6.152184250182588,1.301735094814297,-1.0,0.017157953146332616,-0.5579000905830593
2015-05-15,-6.167453620836223,1.1291677198275707,-1.0,-0.015269370653635761,-0.5731694612366951
2015-05-18,-6.194719313602899,0.9439710215335767,-1.0,-0.027265692766675897,-0.600435154003371
2015-05-19,-6.30446229919794,0.53053991755585,-1.0,-0.10974298559504092,-0.7101781395984119
2015-05-20,-6.421656071634235,0.08576298061772902,0.0,-0.11719377243629481,-0.8273719120347067
2015-05-21,-6.615366785594267,-0.8148237343172728,0.0,0.0,-0.8273719120347067
2015-05-22,-6.614183823800195,-1.2308978577885346,0.0,-0.0,-0.8273719120347067
2015-05-26,-6.49312168360329,-0.7661859069380312,0.0,-0.0,-0.8273719120347067
2015-05-27,-6.490447097418217,-0.8163344687841285,0.0,-0.0,-0.8273719120347067
2015-05-28,-6.523101970841083,-1.0451440325760852,0.0,0.0,-0.8273719120347067
2015-05-29,-6.399517932315803,-0.1595210854223616,0.0,-0.0,-0.8273719120347067
2015-06-01,-6.409480986165381,-0.1984357167640462,0.0,0.0,-0.8273719120347067
2015-06-02,-6.615950964004783,-1.4887247596142288,0.0,0.0,-0.8273719120347067
2015-06-03,-6.587740831416983,-1.1756583379909182,0.0,-0.0,-0.8273719120347067
2015-06-04,-6.561668342153551,-0.914601021439738,0.0,-0.0,-0.8273719120347067
2015-06-05,-6.515997737286309,-0.5911432878992108,0.0,-0.0,-0.8273719120347067
2015-06-08,-6.457415345308874,-0.22979648720390383,0.0,-0.0,-0.8273719120347067
2015-06-09,-6.435737055399931,-0.10266531752872357,0.0,-0.0,-0.8273719120347067
2015-06-10,-6.542635287598472,-0.6942457930130262,0.0,0.0,-0.8273719120347067
2015-06-11,-6.513485523664592,-0.43234672939817503,0.0,-0.0,-0.8273719120347067
2015-06-12,-6.523939178785518,-0.4280081548702553,0.0,0.0,-0.8273719120347067
2015-06-15,-6.488018015181893,-0.024450054705063777,0.0,-0.0,-0.8273719120347067
2015-06-16,-6.477702665808643,0.27078420150611526,0.0,-0.0,-0.8273719120347067
2015-06-17,-6.4750563665449,0.49387167047663416,0.0,-0.0,-0.8273719120347067
2015-06-18,-6.632714201059066,-1.6485507634288152,0.0,0.0,-0.8273719120347067
2015-06-19,-6.799194944691024,-2.9699360712386587,1.0,0.0,-0.8273719120347067
2015-06-22,-6.73433059232377,-1.9887729807863148,1.0,-0.06486435236725363,-0.8922362644019604
2015-06-23,-6.786371151821733,-2.0699680600198302,1.0,0.05204055949796249,-0.8401957049039979
2015-06-24,-6.606674336598601,-0.45610071722109946,0.0,-0.17969681522313152,-1.0198925201271294
2015-06-25,-6.628983083584002,-0.5995599342350795,0.0,0.0,-1.0198925201271294
2015-06-26,-6.53283177112429,0.3052119963979277,0.0,-0.0,-1.0198925201271294
2015-06-29,-6.398236594519631,1.5155996652219692,0.0,-0.0,-1.0198925201271294
2015-06-30,-6.409619955521318,1.2665286319563458,0.0,0.0,-1.0198925201271294
2015-07-01,-6.411342041711826,1.1347474809121358,0.0,0.0,-1.0198925201271294
2015-07-02,-6.535621919105665,0.08117814527817536,0.0,0.0,-1.0198925201271294
2015-07-06,-6.4638068044759525,0.6551206815275563,0.0,-0.0,-1.0198925201271294
2015-07-07,-6.645238067530803,-0.7716654163140532,0.0,0.0,-1.0198925201271294
2015-07-08,-6.45014282550866,0.8551852198257889,0.0,-0.0,-1.0198925201271294
2015-07-09,-6.508156647053642,0.35633780770491,0.0,0.0,-1.0198925201271294
2015-07-10,-6.7817394163827025,-1.6642032385640904,0.0,0.0,-1.0198925201271294
2015-07-13,-7.049040400634652,-2.7105787877309298,1.0,0.0,-1.0198925201271294
2015-07-14,-7.49741599845828,-3.2686005089847527,1.0,0.44837559782362746,-0.5715169223035019
2015-07-15,-7.443254886880403,-2.400321863085253,1.0,-0.0541611115778764,-0.6256780338813783
2015-07-16,-7.851624534252453,-2.7139295602781295,1.0,0.4083696473720497,-0.2173083865093286
2015-07-17,-10.892169643559502,-3.895407884589841,1.0,3.0405451093070486,2.82323672279772
2015-07-20,-10.472777204591647,-2.605644444821508,1.0,-0.4193924389678543,2.4038442838298657
2015-07-21,-10.470355881204577,-2.1317923099225724,1.0,-0.002421323387070018,2.4014229604427957
2015-07-22,-10.86328161843717,-2.001896314363836,1.0,0.39292573723259316,2.794348697675389
2015-07-23,-10.152338934149432,-1.3969074073876993,1.0,-0.7109426842877387,2.08340601338765
2015-07-24,-9.597366953133307,-0.9766472125006498,1.0,-0.5549719810161253,1.5284340323715249
2015-07-27,-9.97232472424129,-1.07328784213311,1.0,0.374957771107983,1.9033918034795079
2015-07-28,-9.944164816129131,-0.956806912963344,1.0,-0.028159908112158405,1.8752318953673495
2015-07-29,-9.755504814221835,-0.7685076834650635,1.0,-0.18866000190729615,1.6865718934600533
2015-07-30,-9.86921727874461,-0.74978643026809,1.0,0.11371246452277539,1.8002843579828287
2015-07-31,-9.731788156971254,-0.5964006401810195,1.0,-0.13742912177335675,1.662855236209472
2015-08-03,-9.949317749919757,-0.6472364501351149,1.0,0.2175295929485035,1.8803848291579754
2015-08-04,-9.711667235055785,-0.42843835075632014,0.0,-0.23765051486397226,1.6427343142940032
2015-08-05,-9.992318846409635,-0.5348234215371998,0.0,0.0,1.6427343142940032
2015-08-06,-10.104545935598834,-0.5404428246742381,0.0,0.0,1.6427343142940032
2015-08-07,-9.912373533209546,-0.3075568735469672,0.0,-0.0,1.6427343142940032
2015-08-10,-9.762843601354573,-0.06717963870973932,0.0,-0.0,1.6427343142940032
2015-08-11,-10.881832060364047,-1.1802985619650435,0.0,0.0,1.6427343142940032
2015-08-12,-10.82129429796681,-1.173028624279296,0.0,-0.0,1.6427343142940032
2015-08-13,-10.710312045754637,-1.188656004367888,0.0,-0.0,1.6427343142940032
2015-08-14,-10.70860928811042,-1.2435374587075319,0.0,-0.0,1.6427343142940032
2015-08-17,-10.83959170102614,-1.4345362694768873,0.0,0.0,1.6427343142940032
2015-08-18,-10.553720788344235,-0.7910300990037764,0.0,-0.0,1.6427343142940032
2015-08-19,-10.839576984162562,-1.4238751705900627,0.0,0.0,1.6427343142940032
2015-08-20,-10.728463726069156,-1.0804094012027237,0.0,-0.0,1.6427343142940032
2015-08-21,-10.215720444028506,0.07709816947991743,0.0,-0.0,1.6427343142940032
2015-08-24,-9.727945498315199,1.110930970770232,0.0,-0.0,1.6427343142940032
2015-08-25,-9.72222958288832,1.0756728275721337,0.0,-0.0,1.6427343142940032
2015-08-26,-10.747363726298426,-1.0035239003018401,0.0,0.0,1.6427343142940032
2015-08-27,-10.717128474726282,-0.8495040939706445,0.0,-0.0,1.6427343142940032
2015-08-28,-10.37172466680812,-0.046426073092226426,0.0,-0.0,1.6427343142940032
2015-08-31,-10.121234664869252,0.539826187451658,0.0,-0.0,1.6427343142940032
2015-09-01,-9.905732484140998,1.0819994454058794,0.0,-0.0,1.6427343142940032
2015-09-02,-10.0250739115051,0.8099825450564742,0.0,0.0,1.6427343142940032
2015-09-03,-9.817841126975082,1.221766456211643,0.0,-0.0,1.6427343142940032
2015-09-04,-9.692864869651894,1.43431474412169,0.0,-0.0,1.6427343142940032
2015-09-08,-9.935262634552341,0.9414749693839359,0.0,0.0,1.6427343142940032
2015-09-09,-10.027227230947474,0.6571905409807429,0.0,0.0,1.6427343142940032
2015-09-10,-10.17017281072145,0.26116377469322094,0.0,0.0,1.6427343142940032
2015-09-11,-10.288074430868072,-0.07503462459279862,0.0,0.0,1.6427343142940032
2015-09-14,-10.232589455784915,0.003561602349081816,0.0,-0.0,1.6427343142940032
2015-09-15,-10.447210588786154,-0.6350359732077333,0.0,0.0,1.6427343142940032
2015-09-16,-10.391222446151735,-0.5131335534603239,0.0,-0.0,1.6427343142940032
2015-09-17,-10.601596064270158,-1.190982269894322,0.0,0.0,1.6427343142940032
2015-09-18,-10.389759989729646,-0.6596922286312856,0.0,-0.0,1.6427343142940032
2015-09-21,-10.43607908555841,-0.7573293565213625,0.0,0.0,1.6427343142940032
2015-09-22,-10.127025970388832,0.26313981886611737,0.0,-0.0,1.6427343142940032
2015-09-23,-10.073691619004983,0.52609362930631,0.0,-0.0,1.6427343142940032
2015-09-24,-10.087927670572268,0.39902494072645256,0.0,0.0,1.6427343142940032
2015-09-25,-9.651175860660874,1.8830037729004607,0.0,-0.0,1.6427343142940032
2015-09-28,-9.371225463928658,2.356910217076937,-1.0,-0.0,1.6427343142940032
2015-09-29,-9.405848933589038,1.9016759695093974,-1.0,-0.03462346966037977,1.6081108446336234
2015-09-30,-9.657075160157163,1.0955604008169262,-1.0,-0.2512262265681251,1.3568846180654983
2015-10-01,-9.689656519044764,0.931705268551486,-1.0,-0.03258135888760094,1.3243032591778974
2015-10-02,-9.986617358446793,0.13045282717373638,0.0,-0.2969608394020291,1.0273424197758683
2015-10-05,-10.213073724882797,-0.4408523490430347,0.0,0.0,1.0273424197758683
2015-10-06,-10.230576057538837,-0.44775358380845015,0.0,0.0,1.0273424197758683
2015-10-07,-10.203477459266654,-0.34416668122854693,0.0,-0.0,1.0273424197758683
2015-10-08,-9.960369465478312,0.31837288843052935,0.0,-0.0,1.0273424197758683
2015-10-09,-10.134275645166861,-0.20044042095452455,0.0,0.0,1.0273424197758683
2015-10-12,-10.307273328271126,-0.682345920742388,0.0,0.0,1.0273424197758683
2015-10-13,-10.551740976235244,-1.3398304402943533,0.0,0.0,1.0273424197758683
2015-10-14,-10.49406483127293,-1.1461337751227956,0.0,-0.0,1.0273424197758683
2015-10-15,-10.802663910047794,-1.8784235524847925,0.0,0.0,1.0273424197758683
2015-10-16,-10.736021933185846,-1.5680179158000278,0.0,-0.0,1.0273424197758683
2015-10-19,-10.826401950147295,-1.6401150897111498,0.0,0.0,1.0273424197758683
2015-10-20,-10.171851010259592,-0.10316656955454595,0.0,-0.0,1.0273424197758683
2015-10-21,-9.983514258161733,0.3260512804001412,0.0,-0.0,1.0273424197758683
2015-10-22,-10.029998447113533,0.21060282341556782,0.0,0.0,1.0273424197758683
2015-10-23,-10.380208079927307,-0.5346615955213253,0.0,0.0,1.0273424197758683
2015-10-26,-10.480729769296019,-0.7064520647449053,0.0,0.0,1.0273424197758683
2015-10-27,-10.651647374872695,-1.105943622770283,0.0,0.0,1.0273424197758683
2015-10-28,-10.711806319078587,-1.1962116500636928,0.0,0.0,1.0273424197758683
2015-10-29,-11.075877434867984,-2.0828270506401045,1.0,0.0,1.0273424197758683
2015-10-30,-11.110091563622545,-1.889759480163498,1.0,0.0342141287545612,1.0615565485304295
2015-11-02,-11.276152216235722,-1.9842876446854112,1.0,0.1660606526131776,1.227617201143607
2015-11-03,-11.169942385577734,-1.5073984271219314,1.0,-0.10620983065798839,1.1214073704856187
2015-11-04,-11.319724248575149,-1.6363315720693516,1.0,0.1497818629974148,1.2711892334830335
2015-11-05,-11.30211983774123,-1.4473956680637354,1.0,-0.017604410833918394,1.253584822649115
2015-11-06,-11.33051756885812,-1.3626257699353264,1.0,0.028397731116889702,1.2819825537660048
2015-11-09,-11.263822950132635,-1.092827409815732,1.0,-0.0666946187254851,1.2152879350405197
2015-11-10,-11.450089308012167,-1.3513702891505475,1.0,0.18626635787953205,1.4015542929200517
2015-11-11,-11.643386881040295,-1.5552332169805383,1.0,0.19329757302812745,1.5948518659481792
2015-11-12,-11.443829298332185,-1.0472645786236077,1.0,-0.19955758270810975,1.3952942832400694
2015-11-13,-11.134873081231799,-0.3921089932826416,0.0,-0.3089562171003859,1.0863380661396835
2015-11-16,-11.313559868386218,-0.6908522594302348,0.0,0.0,1.0863380661396835
2015-11-17,-11.17968823755565,-0.3518103369246525,0.0,-0.0,1.0863380661396835
2015-11-18,-11.397767297458955,-0.757314869415034,0.0,0.0,1.0863380661396835
2015-11-19,-11.443833631837336,-0.8524133386738248,0.0,0.0,1.0863380661396835
2015-11-20,-11.9268779332983,-2.1043164271573636,1.0,0.0,1.0863380661396835
2015-11-23,-11.973779968696835,-2.0833296147635543,1.0,0.04690203539853499,1.1332401015382185
2015-11-24,-11.76335290671759,-1.3546408981756322,1.0,-0.21042706197924588,0.9228130395589726
2015-11-25,-11.885964344058623,-1.6826155433657033,1.0,0.12261143734103364,1.0454244769000063
2015-11-27,-11.923728407027513,-1.612005428994751,1.0,0.03776406296888979,1.083188539868896
2015-11-30,-11.580339075242144,-0.3429187745603433,0.0,-0.3433893317853691,0.739799208083527
2015-12-01,-12.012477981970079,-1.6667805556631463,0.0,0.0,0.739799208083527
2015-12-02,-11.866152917359647,-1.060105106682639,0.0,-0.0,0.739799208083527
2015-12-03,-11.791775682057898,-0.7262192579551956,0.0,-0.0,0.739799208083527
2015-12-04,-11.757969542652386,-0.540630118155792,0.0,-0.0,0.739799208083527
2015-12-07,-11.594099186069647,0.08397094795723885,0.0,-0.0,0.739799208083527
2015-12-08,-11.647249171632515,-0.04051499774493336,0.0,0.0,0.739799208083527
2015-12-09,-11.446243231278384,0.7187935799065779,0.0,-0.0,0.739799208083527
2015-12-10,-11.25939218367848,1.2889599503000024,0.0,-0.0,0.739799208083527
2015-12-11,-11.272338298317596,1.1768038664524156,0.0,0.0,0.739799208083527
2015-12-14,-11.402901881539906,0.8172171961544588,0.0,0.0,0.739799208083527
2015-12-15,-11.325817780876783,1.1100736354038616,0.0,-0.0,0.739799208083527
2015-12-16,-11.636121578652922,0.037725335150291014,0.0,0.0,0.739799208083527
2015-12-17,-11.51289829299009,0.5727889830655858,0.0,-0.0,0.739799208083527
2015-12-18,-11.472279124990745,0.7506982585257013,0.0,-0.0,0.739799208083527
2015-12-21,-11.434364073524085,0.8210489676162772,0.0,-0.0,0.739799208083527
2015-12-22,-11.506524185160778,0.44078853658677486,0.0,0.0,0.739799208083527
2015-12-23,-11.508129849748759,0.380108338580252,0.0,0.0,0.739799208083527
2015-12-24,-11.426794249187722,0.6711137566947488,0.0,-0.0,0.739799208083527
2015-12-28,-11.912335476875244,-1.6325864330499833,0.0,0.0,0.739799208083527
2015-12-29,-12.173141984273139,-2.2966178381702824,1.0,0.0,0.739799208083527
2015-12-30,-12.13884386607221,-2.0345279852403384,1.0,-0.034298118200927874,0.7055010898825991
2015-12-31,-11.930733887430131,-1.2128518956090266,1.0,-0.2081099786420797,0.4973911112405194
2016-01-04,-11.446052713818915,0.5437162592757517,0.0,-0.4846811736112162,0.01270993762930317
2016-01-05,-11.442323322146166,0.5003692780033194,0.0,-0.0,0.01270993762930317
2016-01-06,-11.543226231312978,0.10853245420822102,0.0,0.0,0.01270993762930317
2016-01-07,-11.476835315699372,0.32745099399780797,0.0,-0.0,0.01270993762930317
2016-01-08,-11.140789241533199,1.4559537546711419,0.0,-0.0,0.01270993762930317
2016-01-11,-11.236161676703523,1.105715667619859,0.0,0.0,0.01270993762930317
2016-01-12,-11.453827891771173,0.37212230467042856,0.0,0.0,0.01270993762930317
2016-01-13,-10.90940068124729,2.012257865755143,-1.0,-0.0,0.01270993762930317
2016-01-14,-10.909155061471324,1.7871569417227684,-1.0,0.00024561977596526674,0.012955557405268436
2016-01-15,-10.71747841830351,1.9737823917583799,-1.0,0.1916766431678134,0.20463220057308185
2016-01-19,-11.079070747379202,0.9378690550616348,-1.0,-0.36159232907569105,-0.1569601285026092
2016-01-20,-11.057467862844582,0.918028856533219,-1.0,0.02160288453461945,-0.13535724396798976
2016-01-21,-11.402604999623197,0.04516154265684622,0.0,-0.34513713677861446,-0.4804943807466042
2016-01-22,-11.54821658468365,-0.31568663847718453,0.0,0.0,-0.4804943807466042
2016-01-25,-11.303807346815502,0.272787533167279,0.0,-0.0,-0.4804943807466042
2016-01-26,-11.236113373719917,0.41686265500241537,0.0,-0.0,-0.4804943807466042
2016-01-27,-10.988991517074759,0.939628953837453,0.0,-0.0,-0.4804943807466042
2016-01-28,-11.260873917728583,0.14723460852315398,0.0,0.0,-0.4804943807466042
2016-01-29,-10.819353708506991,1.4316353611784418,0.0,-0.0,-0.4804943807466042
2016-02-01,-11.017617643094846,0.7174974669108963,0.0,0.0,-0.4804943807466042
2016-02-02,-11.624017897880302,-1.5660938382548795,0.0,0.0,-0.4804943807466042
2016-02-03,-10.764560305760217,1.4799612459357492,0.0,-0.0,-0.4804943807466042
2016-02-04,-10.281737820359035,2.532583589821105,-1.0,-0.0,-0.4804943807466042
2016-02-05,-9.981365508109354,2.6249420956368836,-1.0,0.30037231224968153,-0.1801220684969227
2016-02-08,-10.304299120004305,1.5949544383217138,-1.0,-0.3229336118949515,-0.5030556803918742
